,# of trees,feature,%,std,median,mean,depth,node #,# samples (mean),# samples (median)
0,500,WOA_TEMP_K,100.0,1.9545054924777516,17.417398071289085,17.36312127685549,0,0,643.098,643.0
1,361,Depth_GEBCO,72.2,37.668101372834876,-36.5,-63.59972299168975,1,1,270.7142857142857,267.0
2,113,WOA_Nitrate,22.6,1.3145657722794541,8.005104064941406,7.781418638485196,1,1,270.7142857142857,267.0
3,19,WOA_TEMP_K,3.8,0.22111357329568973,14.450769042968773,14.478956041838016,1,1,270.7142857142857,267.0
4,7,SWrad,1.4000000000000001,0.11856256684595064,292.72509765625,292.65567452566967,1,1,270.7142857142857,267.0
5,253,WOA_TEMP_K,50.6,1.4507083831344458,22.073510742187523,22.36756509773347,1,2,264.43548387096774,248.0
6,103,Depth_GEBCO,20.599999999999998,1788.8245959126173,-2017.0,-2220.223300970874,1,2,264.43548387096774,248.0
7,82,WOA_Nitrate,16.400000000000002,1.6961738654341119,5.9220428466796875,5.056138781512656,1,2,264.43548387096774,248.0
8,62,SWrad,12.4,7.185187782243706,295.5714416503906,293.06287703975556,1,2,264.43548387096774,248.0
11,103,WOA_TEMP_K,20.599999999999998,4.085412364454086,8.875329589843773,10.861118472201168,2,3,217.94949494949495,206.0
12,99,SWrad,19.8,65.85156698525165,292.48211669921875,271.104392465919,2,3,217.94949494949495,206.0
9,156,WOA_Nitrate,31.2,2.87683871350438,7.708664417266846,7.657233120491489,2,3,217.94949494949495,206.0
10,142,Depth_GEBCO,28.4,616.5733173182313,-101.0,-225.66901408450704,2,3,217.94949494949495,206.0
13,250,WOA_TEMP_K,50.0,3.498432660741064,4.404748535156273,4.423940917968773,2,4,79.625,46.0
14,196,WOA_Nitrate,39.2,4.762463844041086,1.0669662952423096,3.9320378894632566,2,4,79.625,46.0
15,46,Depth_GEBCO,9.2,728.069764932383,-56.0,-508.1304347826087,2,4,79.625,46.0
16,8,SWrad,1.6,58.91916946341734,163.20647430419922,142.6292142868042,2,4,79.625,46.0
17,177,WOA_TEMP_K,35.4,1.7779458581713434,21.282861328125023,22.014184397896827,2,5,118.7,106.5
18,166,Depth_GEBCO,33.2,970.4372845749348,-833.75,-1175.3734939759036,2,5,118.7,106.5
19,137,WOA_Nitrate,27.400000000000002,1.5540632071768388,6.011045932769775,5.269018675792065,2,5,118.7,106.5
20,20,SWrad,4.0,77.10484627774382,262.3661117553711,216.5234806060791,2,5,118.7,106.5
24,88,WOA_Nitrate,17.599999999999998,2.1758327035524863,2.3994576930999756,2.8696538707326082,2,6,146.77272727272728,175.0
21,184,Depth_GEBCO,36.8,2111.5831238005085,-2620.0,-2341.845108695652,2,6,146.77272727272728,175.0
22,139,SWrad,27.800000000000004,32.348731687311314,295.11236572265625,279.24107997537516,2,6,146.77272727272728,175.0
23,89,WOA_TEMP_K,17.8,3.3159818570387634,23.356439208984398,23.003705039720877,2,6,146.77272727272728,175.0
27,94,Depth_GEBCO,18.8,1309.1659218334232,-103.0,-482.8829787234043,3,7,173.6153846153846,193.5
28,78,SWrad,15.6,93.37198951430435,288.65679931640625,242.26184844970703,3,7,173.6153846153846,193.5
25,218,WOA_TEMP_K,43.6,3.5682980445595383,6.099694824218773,7.806396120403908,3,7,173.6153846153846,193.5
26,110,WOA_Nitrate,22.0,4.942075496826543,7.736231565475464,7.207324178178202,3,7,173.6153846153846,193.5
29,179,Depth_GEBCO,35.8,953.1874937785196,-2.5,-325.1368715083799,3,8,115.69444444444444,97.0
30,177,WOA_TEMP_K,35.4,4.983747540305947,1.1885620117187727,4.265834071272534,3,8,115.69444444444444,97.0
31,108,WOA_Nitrate,21.6,7.1675644961261655,7.4905171394348145,7.888368382705031,3,8,115.69444444444444,97.0
32,36,SWrad,7.199999999999999,85.38849940200795,223.32513427734375,190.0984675089518,3,8,115.69444444444444,97.0
33,153,WOA_TEMP_K,30.599999999999998,4.8438223308486075,1.0748840332031477,3.2476757573146675,3,9,24.6734693877551,3.0
34,134,Depth_GEBCO,26.8,1016.4349994863911,-14.0,-271.8358208955224,3,9,24.6734693877551,3.0
35,115,WOA_Nitrate,23.0,10.48893174632975,14.56805419921875,13.701649885203528,3,9,24.6734693877551,3.0
36,98,SWrad,19.6,40.27688264478906,178.38621520996094,182.629647469034,3,9,24.6734693877551,3.0
37,179,WOA_TEMP_K,35.8,3.3141575133184187,4.404748535156273,5.814359219513816,3,10,32.442622950819676,31.0
38,175,Depth_GEBCO,35.0,1994.1803173349138,-18.5,-1248.16,3,10,32.442622950819676,31.0
39,85,WOA_Nitrate,17.0,6.393296089384699,7.563997745513916,7.068475678738426,3,10,32.442622950819676,31.0
40,61,SWrad,12.2,50.268977771539106,169.95547485351562,166.93983551713288,3,10,32.442622950819676,31.0
44,39,SWrad,7.8,42.80755481249715,138.72418212890625,150.33295792799728,3,11,70.84615384615384,63.0
43,104,WOA_TEMP_K,20.8,3.548590629008416,21.218347167968773,21.56785061176009,3,11,70.84615384615384,63.0
42,135,WOA_Nitrate,27.0,1.9230893109730107,5.14638614654541,4.439653945355504,3,11,70.84615384615384,63.0
41,222,Depth_GEBCO,44.4,1133.8655519624144,-824.5,-1103.4144144144145,3,11,70.84615384615384,63.0
45,146,WOA_Nitrate,29.2,2.7048142943188105,2.3994576930999756,3.260899120329382,3,12,36.742574257425744,6.0
46,139,Depth_GEBCO,27.800000000000004,1826.1825388731443,-229.5,-1457.1978417266187,3,12,36.742574257425744,6.0
47,114,SWrad,22.8,37.66201344910148,275.7900390625,262.65652519359924,3,12,36.742574257425744,6.0
48,101,WOA_TEMP_K,20.200000000000003,4.0334028750615,19.464593505859398,21.590990364905647,3,12,36.742574257425744,6.0
49,170,Depth_GEBCO,34.0,1966.698360781081,-132.5,-1349.2970588235294,3,13,97.85106382978724,87.0
50,127,WOA_Nitrate,25.4,2.5112586989631756,0.2992389500141144,2.0686234004326223,3,13,97.85106382978724,87.0
51,109,WOA_TEMP_K,21.8,3.7608076427651365,25.563317871093773,24.45300158579417,3,13,97.85106382978724,87.0
52,94,SWrad,18.8,60.417282083559215,246.45629119873047,240.57843739935691,3,13,97.85106382978724,87.0
56,86,WOA_TEMP_K,17.2,3.565290433576792,24.79822692871096,23.555905293309426,3,14,33.395348837209305,12.5
53,176,Depth_GEBCO,35.199999999999996,2176.592210312231,-3941.0,-2668.502840909091,3,14,33.395348837209305,12.5
54,137,WOA_Nitrate,27.400000000000002,2.629297781780341,1.937349796295166,2.561225414779173,3,14,33.395348837209305,12.5
55,101,SWrad,20.200000000000003,46.824869470479214,281.9674072265625,263.7529991829749,3,14,33.395348837209305,12.5
59,99,WOA_Nitrate,19.8,5.547597232441137,7.763798713684082,8.19242191939342,3,15,101.25,96.0
60,52,SWrad,10.4,119.44791817996463,70.60444450378418,144.23081751970145,3,15,101.25,96.0
57,235,WOA_TEMP_K,47.0,3.721089979916943,6.099694824218773,7.291120163937856,3,15,101.25,96.0
58,114,Depth_GEBCO,22.8,1475.2721944119958,-414.5,-961.0570175438596,3,15,101.25,96.0
61,197,Depth_GEBCO,39.4,1352.0058371667765,-103.0,-531.3096446700507,4,16,81.1413043478261,92.0
62,108,WOA_TEMP_K,21.6,5.43912120860447,8.340661621093773,8.374429603859253,4,16,81.1413043478261,92.0
63,103,WOA_Nitrate,20.599999999999998,8.264462672010389,6.18040657043457,8.637702330440572,4,16,81.1413043478261,92.0
64,92,SWrad,18.4,88.99332308832363,197.3641357421875,188.85868466418722,4,16,81.1413043478261,92.0
65,187,Depth_GEBCO,37.4,1496.7291520723888,-2.0,-602.0508021390374,4,17,53.17567567567568,49.5
66,126,WOA_Nitrate,25.2,11.451773566551154,8.79910659790039,13.26293486835701,4,17,53.17567567567568,49.5
67,113,WOA_TEMP_K,22.6,6.689681270635572,1.0748840332031477,5.525689427198585,4,17,53.17567567567568,49.5
68,74,SWrad,14.799999999999999,71.17855882753271,196.37701416015625,186.71589139989905,4,17,53.17567567567568,49.5
69,277,Depth_GEBCO,55.400000000000006,2036.220587966151,-17.5,-1452.8808664259927,4,18,39.50847457627118,36.0
70,84,WOA_TEMP_K,16.8,5.885574903414348,11.07923278808596,9.86832471575058,4,18,39.50847457627118,36.0
71,80,WOA_Nitrate,16.0,10.157010184745953,5.495084047317505,9.544860962498934,4,18,39.50847457627118,36.0
72,59,SWrad,11.799999999999999,50.491068053505586,187.45755004882812,179.4209455716408,4,18,39.50847457627118,36.0
76,82,SWrad,16.400000000000002,78.0753272657075,183.6337890625,177.62500562028188,4,19,25.109756097560975,17.0
75,111,WOA_TEMP_K,22.2,6.008145976163978,0.7511535644531477,3.3983744853251916,4,19,25.109756097560975,17.0
74,122,WOA_Nitrate,24.4,11.186596175097039,18.44904327392578,16.757234967756467,4,19,25.109756097560975,17.0
73,185,Depth_GEBCO,37.0,904.9250174902179,-2.0,-246.04594594594596,4,19,25.109756097560975,17.0
77,240,Depth_GEBCO,48.0,1190.3708043569497,-2.0,-362.1791666666667,4,20,21.12,7.0
78,95,WOA_Nitrate,19.0,10.716247936462734,19.779212951660156,17.58088044822216,4,20,21.12,7.0
79,90,WOA_TEMP_K,18.0,6.251316230626016,4.404748535156273,6.41267259385853,4,20,21.12,7.0
80,75,SWrad,15.0,50.991303940095136,178.38621520996094,173.57984284241994,4,20,21.12,7.0
81,167,Depth_GEBCO,33.4,1785.0022550258298,-7.0,-943.2694610778443,4,21,17.523364485981308,10.0
82,118,SWrad,23.599999999999998,74.35196815827334,173.32833862304688,147.1971785870649,4,21,17.523364485981308,10.0
83,108,WOA_Nitrate,21.6,8.281851696905745,8.128170013427734,10.188535767021003,4,21,17.523364485981308,10.0
84,107,WOA_TEMP_K,21.4,5.289878385765592,5.288842773437523,5.75785174503507,4,21,17.523364485981308,10.0
85,194,Depth_GEBCO,38.800000000000004,833.2387315122303,-11.5,-210.70618556701032,4,22,22.602409638554217,17.0
86,130,WOA_TEMP_K,26.0,5.019094474298107,5.777764892578148,7.399072265625023,4,22,22.602409638554217,17.0
87,93,SWrad,18.6,64.29664945904955,169.60134887695312,155.2448850652223,4,22,22.602409638554217,17.0
88,83,WOA_Nitrate,16.6,7.8706826833225705,3.8351519107818604,7.7222320412296845,4,22,22.602409638554217,17.0
92,81,WOA_Nitrate,16.2,1.9203484687541337,1.9859622716903687,2.3776330278933417,4,23,44.592592592592595,41.0
91,108,Depth_GEBCO,21.6,1898.3959675615251,-830.0,-1920.7314814814815,4,23,44.592592592592595,41.0
89,184,SWrad,36.8,42.752147391581886,138.72418212890625,151.18478165502134,4,23,44.592592592592595,41.0
90,127,WOA_TEMP_K,25.4,2.1707884203233108,21.273400878906273,21.22317615418924,4,23,44.592592592592595,41.0
93,225,Depth_GEBCO,45.0,1485.985828288749,-162.5,-849.26,4,24,53.63013698630137,33.0
94,111,WOA_Nitrate,22.2,2.3801962491282755,1.5743863582611084,2.1897131243619965,4,24,53.63013698630137,33.0
95,91,SWrad,18.2,42.602174639092325,240.91705322265625,228.11027174729568,4,24,53.63013698630137,33.0
96,73,WOA_TEMP_K,14.6,4.387773527914229,19.811730957031273,21.908461228462137,4,24,53.63013698630137,33.0
